slug,name,logoPath,description,website,docs,x,github,discord,telegram,linkedin,supportEmail,starred,tag
defi-builder,DeFi Builder,defi-builder.png,"It provides a suite of AI-powered, no-code development tools that enable developers and non-technical users to generate, audit, and deploy various decentralized applications and smart contracts on multiple blockchain networks",https://defibuilder.com/,https://docs.defibuilder.com/,,,,,,,FALSE,
defillama,DeFiLlama,defillama.png,Provides analytics products for Web3 developers and users.,https://defillama.com/,https://docs.llama.fi/,DefiLlama,DefiLlama,defillama,,,,FALSE,
defiway-bridge,Defiway.Bridge,defiway-bridge.png,Provides cross-chain bridge services for Web3 developers and users.,https://defiway.com/,,,,,,,,FALSE,
defly,Defly,defly.png,Provides wallet solutions for Web3 developers and users.,https://defly.app/,,,,,,,,FALSE,
degen,Degen,degen.png,Provides wallet solutions for Web3 developers and users.,https://degenforest.com/,,,,,,,,FALSE,
dex-guru,Dex.Guru,dex-guru.png,Provides explorer services for Web3 developers and users.,https://dex.guru/,https://docs.dex.guru/,,,,,,,FALSE,
dexscreener,DexScreener,dexscreener.png,Provides analytics products for Web3 developers and users.,https://dexscreener.com/,https://docs.dexscreener.com/,dexscreener,dexscreener,dexscreener,,,,FALSE,
dia,DIA,dia.png,Provides oracle services for Web3 developers and users.,https://www.diadata.org/,https://www.diadata.org/docs/home,,,,,,,FALSE,
dipdup,dipDup,dipdup.png,Provides API infrastructure for Web3 developers and users.,https://dipdup.io/,https://dipdup.io/docs,,,,,,,FALSE,
drpc,dRPC,drpc.png,Provides API infrastructure for Web3 developers and users.,https://drpc.org/,https://drpc.org/docs,,,,,,,FALSE,
dune,Dune,dune.png,Provides analytics products for Web3 developers and users.,https://dune.com/,https://docs.dune.com/,,,,,,,FALSE,
dwellir,Dwellir,dwellir.png,Provides API infrastructure for Web3 developers and users.,https://www.dwellir.com/,https://www.dwellir.com/docs,,,,,,,FALSE,
dynamic,Dynamic,dynamic.png,"It provides a suite of developer tools, primarily an SDK, to help integrate Web3 authentication, user management and non-custodial wallet infrastructure into applications",https://www.dynamic.xyz/,https://www.dynamic.xyz/docs/overview/introduction/welcome,dynamic_xyz,dynamic-xyz,,,,,FALSE,
dyor-io,DYOR.io,dyor-io.png,Provides analytics products for Web3 developers and users.,https://dyor.io/,,,,,,,,FALSE,
echidna,Echidna,echidna.png,"It is an open-source property-based fuzzer for Ethereum smart contracts, developed by the security firm Trail of Bits",,,,crytic/echidna,,,,,FALSE,
eco-portal,Eco Portal,eco-portal.png,Provides cross-chain bridge services for Web3 developers and users.,https://eco.com/,https://eco.com/docs/getting-started/introduction/what-is-eco,,,,,,,FALSE,
ecoin,Ecoin,ecoin.png,Provides wallet solutions for Web3 developers and users.,https://ecoinwallet.org/,,,,,,,,FALSE,
edge,Edge,edge.png,Provides wallet solutions for Web3 developers and users.,https://edge.app/,,,,,,,,FALSE,
ellipal,Ellipal,ellipal.png,Provides wallet solutions for Web3 developers and users.,https://www.ellipal.com/,,,,,,,,FALSE,
embark,Embark,embark.png,"It provides tools for developing smart contracts, integrating with blockchain platforms like Ethereum and connecting to decentralized storage and communication platforms",,,,embarklabs/embark,,,,,FALSE,
enkrypt,Enkrypt,enkrypt.png,Provides wallet solutions for Web3 developers and users.,https://www.enkrypt.com/,,,,,,,,FALSE,
enosys,Enosys,enosys.png,Provides cross-chain bridge services for Web3 developers and users.,https://enosys.global/,,,,,,,,FALSE,
ensjs,ENSjs,ensjs.png,It allows developers to interact with the Ethereum Name Service smart contracts and infrastructure,,,,ensdomains/ensjs,,,,,FALSE,
enso,Enso,enso.png,It is described as a blockchain development framework and shared execution network designed to simplify the creation of cross-chain applications by providing developers with tools like reusable Actions and Shortcuts,https://www.enso.build/,https://docs.enso.build/home,,,,,,,FALSE,
envio,Envio,envio.png,Provides API infrastructure for Web3 developers and users.,https://envio.dev/,https://docs.envio.dev/,,,,,,,FALSE,
eoracle,eOracle,eoracle.png,Provides oracle services for Web3 developers and users.,https://eo.app/,https://docs.eo.app/docs/,,,,,,,FALSE,
ercx,ERCx,ercx.png,"It offers a conformance and property-checking platform for Ethereum smart contracts, specifically those implementing ERC token standards like ERC-20, ERC-721, and ERC-1155",https://ercx.runtimeverification.com/,,,,,,,,FALSE,
eternl,Eternl,eternl.png,Provides wallet solutions for Web3 developers and users.,https://eternl.io/,,,,,,,,FALSE,
eth-calldata-decoder,ETH Calldata Decoder,eth-calldata-decoder.png,"It is a developer tool that translates raw, hexadecimal transaction input data i.e calldata into a human-readable format",https://calldata.swiss-knife.xyz/decoder,,,,,,,,FALSE,
ethereum-ecosystem,Ethereum Ecosystem,ethereum-ecosystem.png,Provides faucet services for Web3 developers and users.,https://www.ethereum-ecosystem.com/,,,,,,,,FALSE,
ethereum-etl,Ethereum ETL,ethereum-etl.png,"It provides Python and Rust scripts to extract, transform, and load (ETL) data from the Ethereum blockchain into more convenient formats like CSV files, JSON files, or relational databases (such as PostgreSQL)",,,,blockchain-etl/ethereum-etl,,,,,FALSE,
ethers-js,Ethers.js,ethers-js.png,It is a comprehensive JavaScript and TypeScript toolkit that provides developers with a robust and simple way to interact with the Ethereum blockchain and its broader ecosystem,https://ethers.org/,https://docs.ethers.org/v6/,,,,,,,FALSE,
etherscan,Etherscan,etherscan.png,Provides explorer services for Web3 developers and users.,https://etherscan.io/,https://docs.etherscan.io/,,,,,,,FALSE,
etherspot-prime,Etherspot Prime,etherspot-prime.png,Account Abstraction SDK providing Web2-like smart wallet experiences i.e social logins batched transactions to Ethereum dApps,https://etherspot.io,https://etherspot.fyi/prime-sdk/intro,,,,,,,FALSE,
ethglobal,EthGlobal,ethglobal.png,Provides faucet services for Web3 developers and users.,https://ethglobal.com/,,,,,,,,FALSE,
ethplorer,Ethplorer,ethplorer.png,Provides explorer services for Web3 developers and users.,https://ethplorer.io/,,,,,,,,FALSE,
ethtx,EthTx,ethtx.png,"It is a developer and analyst tool that decodes Ethereum transactions into a human-readable format, providing valuable insights into the underlying smart contract logic and token flows",,,,EthTx/ethtx,,,,,FALSE,
ethui,Ethui,ethui.png,It is desktop-native Ethereum development toolkit that integrates crypto wallet functionalities with tools aimed at improving the workflow for smart contract and dApp development and testing,https://ethui.dev/,,,ethui/ethui,,,,,FALSE,
ethvm,EthVM,ethvm.png,Provides explorer services for Web3 developers and users.,https://www.ethvm.com/,,,,,,,,FALSE,
evm-toolkit,EVM Toolkit,evm-toolkit.png,"It provides fundamental utilities, specifically an assembler and a disassembler, for working with raw EVM bytecode",https://quilt.github.io/etk/,,,,,,,,FALSE,
evm2,EVM2,evm2.png,It provides a crucial sandbox environment for developers to meticulously analyze and verify the behavior of their smart contracts locally and in detail before deploying them to a public blockchain network,,,,hananbeer/evm2,,,,,FALSE,
evmdis,Evmdis,evmdis.png,It is Ethereum Virtual Machine disassembler that analyzes smart contract bytecode to make it more understandable for developers and security researchers,,,,Arachnid/evmdis,,,,,FALSE,
evmole,Evmole,evmole.png,"It provides a library for extracting function selectors, arguments, and other key information from Ethereum Virtual Machine (EVM) bytecode, even for unverified smart contracts",,,,cdump/evmole,,,,,FALSE,
exekerey,Exekerey,exekerey.png,Builds multi-chain blockchain explorer MCP integrations such as 3xpl MCP,https://github.com/exekerey/3xpl-mcp,https://github.com/exekerey/3xpl-mcp,,exekerey/3xpl-mcp,,,,,FALSE,
exodus,Exodus,exodus.png,Provides wallet solutions for Web3 developers and users.,https://www.exodus.com/,https://docs.exodus.com/,,,,,,,FALSE,
failsafe,FailSafe,failsafe.png,"It focused on security and compliance for the blockchain, Web3 and AI industries",https://getfailsafe.com/,,,,,,,,FALSE,
fearless,Fearless,fearless.png,Provides wallet solutions for Web3 developers and users.,https://fearlesswallet.io/,,,,,,,,FALSE,
fift,Fift,fift.png,"A low-level stack-based programming language for the TON Virtual Machine (TVM), primarily used for tooling, scripts, and advanced contract development",https://blog.ton.org/,https://blog.ton.org/introduction-to-fift,,,,,,,FALSE,
filecoin,Filecoin,filecoin.png,Filecoin signing libraries and tools for interacting with Filecoin actors,https://filecoin.io/,https://docs.filecoin.io/,,,,,,,FALSE,
filedrive,Filedrive,filedrive.png,GraphSplit tool for preparing large datasets for Filecoin,https://github.com/filedrive-team/go-graphsplit,,,filedrive-team/go-graphsplit,,,,,FALSE,
filfox,FilFox,filfox.png,Provides explorer services for Web3 developers and users.,https://filfox.info/,,,,,,,,FALSE,
filplus-datacap-stats,FilPlus DataCap Stats,filplus-datacap-stats.png,Provides analytics products for Web3 developers and users.,https://datacapstats.io/,,,,,,,,FALSE,
filscan,FilScan,filscan.png,Provides explorer services for Web3 developers and users.,https://filscan.io/,,,,,,,,FALSE,
fireblocks,Fireblocks,fireblocks.png,Provides wallet solutions for Web3 developers and users.,https://www.fireblocks.com/,https://developers.fireblocks.com/docs/introduction,FireblocksHQ,fireblocks,fireblocks,,,,FALSE,
flare,Flare,flare.png,Provides API infrastructure for Web3 developers and users.,https://flare.network/,https://dev.flare.network/,,,,,,,FALSE,
flare-metrics,Flare Metrics,flare-metrics.png,Provides analytics products for Web3 developers and users.,https://flaremetrics.io/,,,,,,,,FALSE,
flare-network,Flare Network,flare-network.png,Provides explorer services and faucet services for Web3 developers and users.,https://flare.network/,https://dev.flare.network/,,,,,,,FALSE,
flare-space,Flare.Space,flare-space.png,Provides analytics products for Web3 developers and users.,https://flare.space/,,,,,,,,FALSE,
flare-systems,Flare Systems,flare-systems.png,Provides analytics products and explorer services for Web3 developers and users.,https://flare-systems-explorer.flare.network/,,,,,,,,FALSE,
flexa,Flexa,flexa.png,"Digital payment network enabling instant, fraud-proof payments at major retailers",https://flexa.co/,,,,,,,,FALSE,
fluvi,Fluvi,fluvi.png,Provides wallet solutions for Web3 developers and users.,https://fluviwallet.xyz/,,,,,,,,FALSE,
fonbnk,Fonbnk,fonbnk.png,Provides wallet solutions for Web3 developers and users.,https://www.fonbnk.com/,,,,,,,,FALSE,
footprint-analytics,Footprint Analytics,footprint-analytics.png,Provides analytics products for Web3 developers and users.,https://www.footprint.network/,,,,,,,,FALSE,
forge,Forge,forge.png,"It is a command-line interface tool designed for Ethereum developers to build, test, debug, deploy and verify Solidity smart contracts",https://www.getfoundry.sh/forge,,,,,,,,FALSE,
foundry,Foundry,foundry.png,Solidity-native smart contract development toolkit written in Rust offering blazing-fast compilation and testing,https://www.getfoundry.sh/,https://www.getfoundry.sh/,,foundry-rs,,,,,FALSE,
foxwallet,FoxWallet,foxwallet.png,Provides wallet solutions for Web3 developers and users.,https://foxwallet.com/,,,,,,,,FALSE,
freighter,Freighter,freighter.png,Provides wallet solutions for Web3 developers and users.,https://www.freighter.app/,,,,,,,,FALSE,
friendbot,Friendbot,friendbot.png,Provides faucet services for Web3 developers and users.,https://stellar.org/,,,,,,,,FALSE,
frontier,Frontier,frontier.png,Provides wallet solutions for Web3 developers and users.,https://www.frontier.xyz/,,,,,,,,FALSE,
func,FunC,func.png,"The lower-level, C-like programming language used to write raw smart contracts for the TON Virtual Machine (TVM)",https://docs.ton.org/,https://docs.ton.org/languages/func/overview,,,,,,,FALSE,
fuzzlib,Fuzzlib,fuzzlib.png,It helps Web3 developers enhance the security and stability of their smart contracts by streamlining the fuzzing process,,,,perimetersec/fuzzlib,,,,,FALSE,
fxwallet,FxWallet,fxwallet.png,Provides wallet solutions for Web3 developers and users.,https://www.fxwallet.com/,,,,,,,,FALSE,
garden,Garden,garden.png,Provides cross-chain bridge services for Web3 developers and users.,https://garden.finance/,https://docs.garden.finance/,,,,,,,FALSE,
gate,Gate,gate.png,Provides wallet solutions for Web3 developers and users.,https://web3.gate.com/,,,,,,,,FALSE,
gateway-fm,Gateway.fm,gateway-fm.png,Provides API infrastructure for Web3 developers and users.,https://gateway.fm/,,,,,,,,FALSE,
geckoterminal,GeckoTerminal,geckoterminal.png,Provides analytics products for Web3 developers and users.,https://www.geckoterminal.com/,,,,,,,,FALSE,
gelato,Gelato,gelato.png,Provides oracle services for Web3 developers and users.,https://gelato.cloud/,https://docs.gelato.cloud/,gelatonetwork,gelatodigital,gelatodigital,,,,FALSE,
gem,Gem,gem.png,Provides wallet solutions for Web3 developers and users.,https://gemwallet.com/,,,,,,,,FALSE,
gerowallet,GeroWallet,gerowallet.png,Provides wallet solutions for Web3 developers and users.,https://gerowallet.io/,,,,,,,,FALSE,
getblock,GetBlock,getblock.png,Provides API infrastructure and faucet services for Web3 developers and users.,https://getblock.io/,https://docs.getblock.io/,getblockio,getblock-io,,,,,FALSE,
ghost,GHOST,ghost.png,Provides faucet services for Web3 developers and users.,https://ghostchain.io/,,,,,,,,FALSE,
ghostgraph,GhostGraph,ghostgraph.png,Provides API infrastructure for Web3 developers and users.,,,,,,,,,FALSE,
ginco,Ginco,ginco.png,"It is specifically designed to help businesses integrate blockchain functionalities, such as digital asset wallets and transaction monitoring, into their own services",https://www.ginco.com/,,,,,,,,FALSE,
github,GitHub,github.png,Provides MCP server tooling and developer platform services.,https://github.com/,https://github.com/github/github-mcp-server,github,github,,,,github,FALSE,
glassnode,Glassnode,glassnode.png,Provides analytics products for Web3 developers and users.,https://glassnode.com/,https://docs.glassnode.com/,glassnode,glassnode,glassnode,,,,FALSE,
glif,Glif,glif.png,Provides wallet solutions for Web3 developers and users.,https://www.glif.io/,,,,,,,,FALSE,
goldsky,Goldsky,goldsky.png,Provides API infrastructure for Web3 developers and users.,https://goldsky.com/,https://docs.goldsky.com/,,,,,,,FALSE,
google-cloud,Google Cloud,google-cloud.png,Provides faucet services for Web3 developers and users.,https://cloud.google.com/web3,,,,,,,,FALSE,
goplausible,GoPlausible,goplausible.png,"Algorand MCP server enabling AI agents to interact with the Algorand blockchain — wallet management, transactions, smart contracts, and ASAs",https://goplausible.com/,https://github.com/GoPlausible/algorand-mcp#readme,,GoPlausible,,,,,FALSE,
gora,Gora,gora.png,Provides oracle services for Web3 developers and users.,https://www.gora.io/,https://github.com/GoraNetwork,,GoraNetwork,,,,,FALSE,
growthepie,growthepie,growthepie.png,Provides analytics products for Web3 developers and users.,https://www.growthepie.com/,,,,,,,,FALSE,
guarda,Guarda,guarda.png,Provides wallet solutions for Web3 developers and users.,https://guarda.com/,,,,,,,,FALSE,
guardarian,Guardarian,guardarian.png,Non-custodial fiat onramp and offramp provider supporting card payments and bank transfers with fast settlement for crypto purchases and sales.,https://guardarian.com/,,,,,,,,FALSE,
hackquest,Hackquest,hackquest.png,Provides faucet services for Web3 developers and users.,https://www.hackquest.io/,,,,,,,,FALSE,
haha,Haha,haha.png,Provides wallet solutions for Web3 developers and users.,https://www.haha.me/,,,,,,,,FALSE,
halliday,Halliday,halliday.png,"Fiat-to-crypto onramp via credit cards, Apple Pay and Google Pay for GHO/GRASS",https://halliday.xyz/,https://docs.halliday.xyz/pages/home,,,,,,,FALSE,
hardhat,Hardhat,hardhat.png,Versatile Ethereum development framework simplifying smart contract building testing and deployment,https://hardhat.org/,https://hardhat.org/docs/getting-started,,NomicFoundation/hardhat,,,,,FALSE,
hashport,Hashport,hashport.png,Provides cross-chain bridge services for Web3 developers and users.,https://hashport.network/,https://docs.hashport.network/,,,,,,,FALSE,
hela,HeLa,hela.png,"It provides a modular, EVM-compatible Layer-1 blockchain platform for building dApps, supporting applications involving personalized AI and real-world use cases",https://helalabs.com/,,,,,,,,FALSE,
helius,Helius,helius.png,Provides API infrastructure for Web3 developers and users.,https://www.helius.dev/,https://www.helius.dev/docs,,,,,,,FALSE,
hokusai,Hokusai,hokusai.png,"It is designed to simplify the application development, testing and deployment lifecycle for developers",,,,artsy/hokusai,,,,,FALSE,
holdstation,Holdstation,holdstation.png,Provides wallet solutions for Web3 developers and users.,https://holdstation.com,,,,,,,,FALSE,
hop,Hop,hop.png,Provides cross-chain bridge services for Web3 developers and users.,https://hop.exchange/,https://docs.hop.exchange/developer-docs/,,,,,,,FALSE,
hot-wallet,Hot Wallet,hot-wallet.png,Provides wallet solutions for Web3 developers and users.,https://hot-labs.org/,,,,,,,,FALSE,
huff,Huff,huff.png,It is a low-level programming language and associated ecosystem of developer tools used for writing extremely optimized smart contracts on the Ethereum Virtual Machine,https://huff.sh/,,,,,,,,FALSE,
huffmate,Huffmate,huffmate.png,"It provides a library of hyper-optimized Huff smart contracts intended as resources for learning and implementation, rather than a compiler or debugger",,,,huff-language/huffmate,,,,,FALSE,
hyperlane,Hyperlane,hyperlane.png,Provides cross-chain bridge services for Web3 developers and users.,https://www.hyperlane.xyz/,https://docs.hyperlane.xyz/,,,,,,,FALSE,
imtoken-2,imToken,imtoken-2.png,Provides wallet solutions for Web3 developers and users.,https://token.im/,https://docs.token.im/,,,,,,,FALSE,
infstones,InfStones,infstones.png,Provides API infrastructure for Web3 developers and users.,https://infstones.com/,https://docs.infstones.com/,,,,,,,FALSE,
infura,Infura,infura.png,Provides API infrastructure and faucet services for Web3 developers and users.,https://www.infura.io/,https://docs.metamask.io/services/,infura_io,infura,,,,,FALSE,
intellij-solidity-plugin,Intellij Solidity Plugin,intellij-solidity-plugin.png,"It provides a comprehensive suite of developer tools that deeply integrate the writing, testing, debugging, and deployment of Solidity smart contracts directly within the JetBrains integrated development environment",,,,intellij-solidity/intellij-solidity,,,,,FALSE,
intellij-ton-plugin,IntelliJ TON Plugin,intellij-ton-plugin.png,"The official IntelliJ/IDEA plugin providing syntax highlighting, code completion, and tool integration for FunC and Tact development",https://plugins.jetbrains.com/plugin/23382-ton,,,,,,,,FALSE,
interport-finance,Interport Finance,interport-finance.png,Provides cross-chain bridge services for Web3 developers and users.,https://interport.fi/,https://docs.interport.fi,,,,,,,FALSE,
ipfs,IPFS,ipfs.png,"Open decentralized protocol to store, verify, and share data across distributed networks commonly used in blockchain",https://ipfs.tech/,https://docs.ipfs.tech/,,ipfs-force-community/go-fvm-sdk,,,,,FALSE,
iron,Iron,iron.png,Provides wallet solutions for Web3 developers and users.,https://ironwallet.io/,,,,,,,,FALSE,
irys,Irys,irys.png,"Programmable datachain enabling permanent on-chain data storage with verifiable provenance and instant access, formerly known as Bundlr Network",https://irys.xyz/,https://docs.irys.xyz/,irys_xyz,Irys-xyz,,,,,FALSE,
jiffyscan-xyz,jiffyscan.xyz,jiffyscan-xyz.png,Provides analytics products for Web3 developers and users.,https://jiffyscan.xyz/,,,,,,,,FALSE,
jumper-exchange,Jumper.Exchange,jumper-exchange.png,Provides cross-chain bridge services for Web3 developers and users.,https://jumper.xyz/,https://jumper.xyz/learn,,,,,,,FALSE,
kevm,KEVM,kevm.png,"It allows developers to write custom tests and work with the underlying semantics of a blockchain environment, such as Cardano's EVM layer, before it is fully launched",,,,runtimeverification/evm-semantics,,,,,FALSE,
keystone-3-pro,Keystone 3 Pro,keystone-3-pro.png,Provides wallet solutions for Web3 developers and users.,https://keyst.one/,,,,,,,,FALSE,
kraken,Kraken,kraken.png,Provides wallet solutions for Web3 developers and users.,https://www.kraken.com,,,,,,,,FALSE,
krebit,Krebit,krebit.png,It is a reputation scoring platform for digital assets and decentralized finance that allows developers to integrate creditworthiness credentials into their applications,https://krebit.id/,,,,,,,,FALSE,
kriptonio,Kriptonio,kriptonio.png,"It offers infrastructure and services that allow developers to build, deploy and manage decentralized solutions without handling all the complexities of the underlying blockchain protocols",https://kriptonio.com/,https://docs.kriptonio.com/,,,,,,,FALSE,
kryptogo,Kryptogo,kryptogo.png,Provides wallet solutions for Web3 developers and users.,https://www.kryptogo.com/,,,,,,,,FALSE,
kukai,Kukai,kukai.png,Provides wallet solutions for Web3 developers and users.,https://kukai.app/,,KukaiWallet,kukai-wallet,,,,,FALSE,
kukapay,KukaPay,kukapay.png,Builds AI-agent MCP tools for crypto workflows including wallet inspection and Solana integrations,https://github.com/kukapay,https://github.com/kukapay/wallet-inspector-mcp,,kukapay,,,,,FALSE,
kuma,Kuma,kuma.png,Provides wallet solutions for Web3 developers and users.,https://kumawallet.io/,,,,,,,,FALSE,
kurtosis,Kurtosis,kurtosis.png,"It offers a platform for packaging, launching, and managing ephemeral development and testing environments for distributed systems, especially in the Web3/blockchain space",https://www.kurtosis.com/,https://docs.kurtosis.com/,,,,,,,FALSE,
l2beat,L2BEAT,l2beat.png,Provides analytics products for Web3 developers and users.,https://l2beat.com/,,,,,,,,FALSE,
lace,Lace,lace.png,Provides wallet solutions for Web3 developers and users.,https://www.lace.io/,,,,,,,,FALSE,
laika-ai,Laika AI,laika-ai.png,"It offers an enterprise API and a SDK for custom agent development, allowing other developers to integrate its analytics and smart contract auditing features into their own applications",https://laikalabs.ai/,,,,,,,,FALSE,
lava-network,Lava Network,lava-network.png,Provides API infrastructure for Web3 developers and users.,https://www.lavanet.xyz/,https://docs.lavanet.xyz/public-rpc-endpoints/,,,,,,,FALSE,
layerswap,Layerswap,layerswap.png,Provides cross-chain bridge services for Web3 developers and users.,https://layerswap.io/,https://docs.layerswap.io/introduction,,,,,,,FALSE,
layerzero-labs,LayerZero Labs,layerzero-labs.png,Provides cross-chain bridge services for Web3 developers and users.,https://layerzero.network/,https://docs.layerzero.network/v2/get-started/overview,,,,,,,FALSE,
leandrogavidia,Leandro Gavidia,leandrogavidia.png,Builds Solana-focused MCP tooling including x402 payment protocol integrations,https://github.com/leandrogavidia/solx402-mcp-server,https://github.com/leandrogavidia/solx402-mcp-server,,leandrogavidia/solx402-mcp-server,,,,,FALSE,
learnweb3,LearnWeb3,learnweb3.png,Provides faucet services for Web3 developers and users.,https://learnweb3.io/,,,,,,,,FALSE,
ledger-sas,Ledger SAS,ledger-sas.png,Provides wallet solutions for Web3 developers and users.,https://www.ledger.com/,https://developers.ledger.com/,Ledger,LedgerHQ,,,,,FALSE,
lens,Lens,lens.png,Provides SDK tooling for Web3 developers and users.,https://lens.xyz/,https://lens.xyz/docs/chain/overview,,lens-protocol/lens-sdk,,,,,FALSE,
li-fi,LI.FI,li-fi.png,Provides cross-chain bridge services for Web3 developers and users.,https://li.fi/,https://docs.li.fi/introduction/introduction,,,,,,,FALSE,
lightecho,LightEcho,lightecho.png,Provides oracle services for Web3 developers and users.,https://lightecho.io/,,,,,,,,FALSE,
lighthouse,Lighthouse,lighthouse.png,Permanent decentralized storage powered by IPFS and Filecoin with encryption and token-gated access control for developers and enterprises,https://www.lighthouse.storage/,https://docs.lighthouse.storage/,LighthouseWeb3,lighthouse-web3,,,,,FALSE,
limechain,LimeChain,limechain.png,"It helps developers create smart contracts, run nodes, manage multi-sigs and integrate AI agents for enhanced Web3 projects",https://limechain.tech,,,,,,,,FALSE,
linea,Linea,linea.png,Provides API infrastructure and cross-chain bridge services for Web3 developers and users.,https://linea.build/,https://docs.linea.build/,,,,,,,FALSE,
lineascan,Lineascan,lineascan.png,Provides explorer services for Web3 developers and users.,https://lineascan.build/,https://docs.etherscan.io/introduction,,,,,,,FALSE,
livepeer-js,Livepeer.js,livepeer-js.png,"It is a suite of JavaScript tools and SDKs that enables developers to easily integrate decentralized live and on-demand video streaming, transcoding and AI-powered video processing into their web3 applications",https://livepeer.studio/,https://docs.livepeer.org/v1/developers/introduction,,,,,,,FALSE,
llamanodes,LlamaNodes,llamanodes.png,Fast and secure access to the blockchain designed for Web3 native teams.,https://llamanodes.com,,LlamaNodes,llamanodes,,,,,FALSE,
lobstr,LOBSTR,lobstr.png,Provides wallet solutions for Web3 developers and users.,https://lobstr.co/,,,,,,,,FALSE,
loop-decoder,Loop Decoder,loop-decoder.png,It offers an all-in-one toolkit designed to simplify Ethereum Virtual Machine (EVM) transaction decoding for web3 developers,,,,3loop/loop-decoder,,,,,FALSE,
luminite,Luminite,luminite.png,Provides wallet solutions for Web3 developers and users.,https://www.luminite.app/,,,,,,,,FALSE,
lute,Lute,lute.png,Provides wallet solutions for Web3 developers and users.,https://lute.app/,,,,,,,,FALSE,
magic,Magic,magic.png,Web3 onboarding SDK for creating non-custodial wallets using familiar Web2 logins eliminating seed phrases,https://magic.link/,https://docs.magic.link/home/welcome,magic_labs,magiclabs,magiclabs,,,,FALSE,
maian,Maian,maian.png,It used for static and dynamic analysis to detect security vulnerabilities in Ethereum smart contracts,,,,ivicanikolicsg/MAIAN,,,,,FALSE,
martian,Martian,martian.png,Provides wallet solutions for Web3 developers and users.,https://martianwallet.xyz/,,,,,,,,FALSE,
math,Math,math.png,Provides wallet solutions for Web3 developers and users.,https://www.mathwallet.org/,,,,,,,,FALSE,
matic-js,Matic.js,matic-js.png,Official JavaScript SDK for cross-chain bridging and asset management on Polygon,,,,0xPolygon/matic.js,,,,,FALSE,
mayan-finance,Mayan Finance,mayan-finance.png,Provides cross-chain bridge services for Web3 developers and users.,https://mayan.finance/,https://docs.mayan.finance,,,,,,,FALSE,
mcpdotdirect,MCP.direct,mcpdotdirect.png,Builds EVM-focused MCP servers that expose blockchain interaction tools for AI agents,https://github.com/mcpdotdirect/evm-mcp-server,https://github.com/mcpdotdirect/evm-mcp-server,,mcpdotdirect/evm-mcp-server,,,,,FALSE,
meld,Meld,meld.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://www.meld.io/,https://docs.meld.io/docs/overview,,,,,,,FALSE,
meowrpc,MeowRPC,meowrpc.png,Provides API infrastructure for Web3 developers and users.,https://meowrpc.com/,,,,,,,,FALSE,
mercury,Mercury,mercury.png,Provides API infrastructure for Web3 developers and users.,https://mercurydata.app/,https://docs.mercurydata.app/,,,,,,,FALSE,
mercuryo,Mercuryo,mercuryo.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://mercuryo.io/,,,,,,,,FALSE,
meson,Meson,meson.png,Provides cross-chain bridge services for Web3 developers and users.,https://meson.fi/,,,,,,,,FALSE,
messari,Messari,messari.png,Provides analytics products for Web3 developers and users.,https://messari.io/,https://docs.messari.io/introduction,MessariCrypto,messari,messari,,,,FALSE,
messinaone,MessinaOne,messinaone.png,Provides cross-chain bridge services for Web3 developers and users.,https://messina.one/,https://messinaone.gitbook.io/messina/,,,,,,,FALSE,
metamask,Metamask,metamask.png,Provides wallet solutions for Web3 developers and users.,https://metamask.io/,https://docs.metamask.io/,MetaMask,MetaMask,metamask,,,,FALSE,
metasleuth,MetaSleuth,metasleuth.png,Provides explorer services for Web3 developers and users.,https://metasleuth.io/,,,,,,,,FALSE,
mew,Mew,mew.png,Provides wallet solutions for Web3 developers and users.,https://www.myetherwallet.com/,,,,,,,,FALSE,
mimic,Mimic,mimic.png,It provides a decentralized automation protocol and developer tools for building and scaling on-chain logic and decentralized finance operations without requiring complex smart contracts,https://www.mimic.fi/,https://docs.mimic.fi/,,,,,,,FALSE,
mobula,Mobula,mobula.png,Provides API infrastructure for Web3 developers and users.,https://mobula.io/,https://docs.mobula.io/,,,,,,,FALSE,
monad,Monad,monad.png,The Monad faucet distributes free testnet MON tokens,https://monad.xyz/,,,,,,,,FALSE,
moonpay,MoonPay,moonpay.png,Provides fiat on/off-ramp services for Web3 developers and users.,https://www.moonpay.com/,https://dev.moonpay.com/docs/advantages-of-our-products,,,,,,,FALSE,
moralis,Moralis,moralis.png,Provides API infrastructure for Web3 developers and users.,https://moralis.com/,https://docs.moralis.com/,MoralisWeb3,MoralisWeb3,,,,,FALSE,
mosaia,Mosaia,mosaia.png,"It is a platform for developers and non-developers to build, deploy, and manage autonomous AI agents that connect with external applications and data sources",https://www.mosaia.io/,,,,,,,,FALSE,
multicall3,Multicall3,multicall3.png,It enables the batching of multiple calls to other smart contracts into a single transaction,https://www.multicall3.com,,,,,,,,FALSE,
multisender,Multisender,multisender.png,It provides a specific function that development teams and project managers use to manage and distribute digital assets efficiently. It operates via the user's own smart wallet but not a wallet provider itself,https://multisender.app/,,,,,,,,FALSE,
mytonwallet,MyTonWallet,mytonwallet.png,Provides wallet solutions for Web3 developers and users.,https://mytonwallet.io/,,,,,,,,FALSE,
nami,Nami,nami.png,Provides wallet solutions for Web3 developers and users.,https://www.namiwallet.io/,,,,,,,,FALSE,
